project_id,project_name,project_category,project_type,state,district,river,river_basin,terrain_type,development_type,climate_zone,elevation_m,capacity_mw,number_of_units,unit_capacity_mw,commissioning_year,project_life_years,gross_head_m,net_head_m,design_flow_m3s,minimum_flow_m3s,maximum_flow_m3s,annual_inflow_mcm,catchment_area_km2,reservoir_volume_mcm,dam_type,dam_height_m,dam_length_m,reservoir_area_km2,tunnel_length_km,tunnel_diameter_m,penstock_length_m,penstock_diameter_m,powerhouse_type,powerhouse_area_m2,excavation_volume_m3,turbine_type,turbine_efficiency,generator_efficiency,design_efficiency,number_of_turbines,number_of_generators,transformer_count,transformer_capacity_mva,crane_capacity_t,penstock_sections,project_complexity_score,terrain_complexity_score,civil_complexity_score,hydro_complexity_score,annual_generation_gwh,capacity_factor,plant_load_factor,availability_factor,annual_operating_hours,construction_duration_months,civil_construction_months,dam_construction_months,tunnel_construction_months,powerhouse_construction_months,electromechanical_installation_months,concrete_m3_per_mw,cement_mt_per_mw,reinforcement_steel_mt_per_mw,structural_steel_mt_per_mw,penstock_steel_mt_per_mw,excavation_m3_per_mw,synthetic_generation_version,generation_seed,source_type
HP-196,Budhil Hydro Project Unit-196,Medium Hydro,storage,Karnataka,Chikmagalur,Krishna,Krishna Basin,Plain,Refurbishment,Himalayan Sub-tropical,1337.6,43.1,2,21.55,2017,50,494.8,465.5,10.423,1.723,12.609,247.46,280.6,44.6,Concrete Gravity,66.5,293.6,7.14,20.48,8.64,1072.2,3.68,Underground,692.0,1027558.7,Pelton,0.933,0.968,0.903,2,2,2,27.89,17.6,2,3.7,4.3,4.2,2.5,212.26,0.557,55.7,0.944,8269.4,52.8,29.7,22.3,16.7,15.8,11.7,7540.14,2639.05,74.51,19.55,128.48,23841.27,v1.0,42,synthetic
HP-197,Nimo Bazgo Hydro Project Unit-197,Medium Hydro,run-of-river,Ladakh,Kargil,Jhelum,Indus Basin,Plain,Refurbishment,Tropical,261.6,76.27,3,25.4233,2022,35,259.2,245.9,35.44,6.723,52.974,805.4,272.7,0.9,Barrage/Weir,12.1,41.9,0.09,2.2,6.89,940.2,6.54,Semi-underground,1043.4,2077066.5,Francis,0.95,0.95,0.902,3,3,3,32.9,73.9,3,3.2,3.9,4.2,1.6,261.54,0.39,39.0,0.891,7805.2,42.8,24.8,17.6,15.9,11.2,8.9,2264.19,792.46,75.22,17.08,115.55,27233.07,v1.0,42,synthetic
HP-198,Kargil Hydro Project Unit-198,Medium Hydro,run-of-river,Sikkim,West Sikkim,Dibang,Brahmaputra Basin,Mountainous,Greenfield,Tropical,267.4,43.32,3,14.44,2022,50,288.0,278.2,17.388,2.645,22.456,456.1,191.2,1.5,Barrage/Weir,6.1,25.5,0.15,10.81,9.35,1150.7,2.61,Underground,463.7,1090041.4,Pelton,0.934,0.959,0.896,3,3,3,18.69,228.5,3,3.4,4.7,1.4,4.2,177.94,0.472,47.2,0.9,7884.0,45.6,28.1,18.4,18.2,11.5,12.6,4542.73,1589.96,78.51,15.93,102.82,25162.54,v1.0,42,synthetic
HP-199,Vishnugad Pipalkoti Hydro Project Unit-199,Medium Hydro,storage,Goa,North Goa,Kalinadi,West Flowing Rivers,Hilly,Greenfield,Himalayan Sub-tropical,1815.2,83.7,4,20.925,2021,40,477.8,441.1,21.415,3.359,29.032,403.54,488.5,37.8,RCC,65.1,166.2,6.42,21.02,4.6,412.4,5.21,Surface,1147.6,2563409.4,Pelton,0.912,0.958,0.874,4,4,4,27.08,169.9,4,2.7,2.4,2.1,3.5,335.56,0.454,45.4,0.919,8050.4,61.6,36.6,21.7,18.6,15.6,14.5,5064.92,1772.72,83.48,16.85,51.67,30626.16,v1.0,42,synthetic
HP-200,Srisailam Hydro Project Unit-200,Medium Hydro,run-of-river,Maharashtra,Nashik,Indravati,Godavari Basin,Hilly,Greenfield,Himalayan Sub-tropical,2054.0,44.47,2,22.235,2019,50,65.3,63.0,82.605,15.369,113.497,1368.09,875.0,0.2,Concrete Gravity,34.8,274.1,0.02,2.32,9.91,1041.9,5.2,Underground,622.8,1116973.1,Francis,0.924,0.952,0.88,2,2,2,28.77,,2,2.7,3.0,3.1,2.1,225.54,0.577,57.7,0.897,7857.7,59.8,33.7,22.9,25.0,17.0,14.4,2935.48,1027.42,77.77,19.89,165.64,25117.45,v1.0,42,synthetic
HP-201,Malana Hydro Project Unit-201,Small Hydro,run-of-river,Madhya Pradesh,Khandwa,Godavari,Godavari Basin,Plain,Refurbishment,Alpine,3013.8,6.84,3,2.28,2018,35,169.4,163.0,4.669,0.913,6.946,161.29,700.2,2.0,Concrete Gravity,9.1,46.3,0.2,2.93,4.12,301.7,1.29,Surface,151.1,98406.3,Francis,0.931,0.963,0.897,3,3,3,2.95,131.5,3,3.0,2.4,4.3,2.3,33.75,0.564,56.4,0.893,7822.7,33.0,18.5,12.3,13.5,11.2,7.8,1438.68,503.54,77.47,18.32,25.82,14386.89,v1.0,42,synthetic
HP-202,Nimo Bazgo Hydro Project Unit-202,Small Hydro,run-of-river,Telangana,Bhadradri Kothagudem,Indravati,Godavari Basin,Plain,Refurbishment,Alpine,2567.2,15.39,3,5.13,2010,35,34.2,32.5,51.681,8.438,73.997,1694.88,1057.9,0.1,Barrage/Weir,7.4,50.5,0.01,2.85,3.17,122.4,2.77,Surface,423.3,192042.9,Kaplan,0.911,0.955,0.87,3,3,3,6.64,224.8,3,2.6,1.7,3.1,3.1,55.07,0.411,41.1,0.923,8085.5,27.5,16.1,11.9,9.6,8.5,5.8,1247.84,436.74,63.72,16.78,21.24,12478.42,v1.0,42,synthetic
HP-203,Nathpa Jhakri Hydro Project Unit-203,Small Hydro,storage,Jammu & Kashmir,Reasi,Indus,Indus Basin,Plain,Greenfield,Tropical,572.0,18.57,2,9.285,2018,50,101.9,95.5,21.863,3.298,30.093,735.57,161.4,16.3,Rockfill,17.2,74.2,2.1,2.03,4.32,199.8,1.89,Surface,489.5,227551.3,Francis,0.948,0.951,0.902,2,2,2,12.02,,2,4.3,4.6,4.5,3.8,95.79,0.591,59.1,0.888,7778.9,26.0,15.0,10.4,8.7,6.9,7.6,1225.37,428.88,62.01,14.99,20.67,12253.7,v1.0,42,synthetic
HP-204,Malana Hydro Project Unit-204,Small Hydro,storage,Tamil Nadu,Central District,Bhavani,Cauvery Basin,Plain,Greenfield,Tropical,120.7,22.67,2,11.335,2011,35,81.2,74.9,33.938,3.822,45.346,1124.64,873.7,46.1,Concrete Gravity,35.0,140.5,4.12,3.46,4.48,387.3,1.41,Surface,460.3,264834.3,Francis,0.913,0.974,0.889,2,2,2,14.67,,2,3.1,3.9,2.4,3.0,100.39,0.503,50.3,0.93,8146.8,27.8,17.9,10.9,12.2,9.2,6.4,1168.21,408.88,58.63,17.27,19.54,11682.15,v1.0,42,synthetic
HP-205,Nimo Bazgo Hydro Project Unit-205,Small Hydro,run-of-river,West Bengal,Darjeeling,Gandak,Ganga Basin,Hilly,Refurbishment,Alpine,2623.0,6.48,3,2.16,2009,35,61.7,57.1,12.654,2.214,15.197,215.63,691.4,0.5,Barrage/Weir,2.5,16.1,0.05,2.45,3.58,178.6,1.83,Surface,148.8,98541.2,Francis,0.948,0.976,0.925,3,3,3,2.8,125.4,3,4.1,4.3,4.4,3.6,29.54,0.523,52.3,0.909,7962.8,26.6,17.2,11.7,11.0,7.8,6.5,1520.69,532.24,82.24,24.21,27.41,15206.98,v1.0,42,synthetic
HP-206,Singoli Bhatwari Hydro Project Unit-206,Small Hydro,run-of-river,Jammu & Kashmir,Anantnag,Chenab,Indus Basin,Mountainous,Refurbishment,Himalayan Sub-tropical,1673.2,17.74,3,5.9133,2001,50,196.4,187.9,10.624,1.532,14.019,350.93,358.6,1.5,Trench Intake,10.3,33.2,0.15,1.79,2.55,447.8,2.16,Surface,473.5,237015.1,Francis,0.914,0.979,0.895,3,3,3,7.65,118.4,3,2.8,3.5,1.7,3.1,72.9,0.471,47.1,0.93,8146.8,28.2,17.7,10.0,8.7,7.6,7.2,1336.05,467.62,67.76,13.77,22.59,13360.49,v1.0,42,synthetic
HP-207,Kishanganga Hydro Project Unit-207,Small Hydro,storage,Gujarat,Narmada,Narmada,Narmada Basin,Hilly,Refurbishment,Alpine,2553.2,21.36,2,10.68,2005,40,85.8,82.2,28.089,3.574,34.749,859.62,803.6,8.3,Rockfill,53.8,148.9,1.04,2.81,3.83,88.5,2.54,Surface,494.0,275406.8,Francis,0.947,0.953,0.902,2,2,2,13.82,120.9,2,3.4,3.4,2.6,4.1,89.76,0.482,48.2,0.927,8120.5,29.5,16.5,13.2,11.4,8.5,7.2,1289.36,451.27,64.86,20.61,21.62,12893.58,v1.0,42,synthetic
HP-208,Vyasi Hydro Project Unit-208,Small Hydro,run-of-river,West Bengal,Darjeeling,Mandakini,Ganga Basin,Mountainous,Greenfield,Himalayan Sub-tropical,1486.0,7.13,3,2.3767,2018,35,166.1,158.4,5.106,0.559,6.386,164.07,613.3,0.6,Barrage/Weir,7.2,51.8,0.06,2.09,4.1,399.4,1.31,Surface,159.7,107431.6,Francis,0.926,0.972,0.9,3,3,3,3.08,,3,3.1,4.3,1.3,3.6,27.77,0.444,44.4,0.879,7700.0,29.9,17.9,13.3,10.0,8.9,7.4,1506.76,527.36,80.87,26.75,26.96,15067.55,v1.0,42,synthetic
HP-209,Chamera Hydro Project Unit-209,Small Hydro,run-of-river,Goa,North Goa,Sharavathi,West Flowing Rivers,Hilly,Refurbishment,Himalayan Sub-tropical,1635.1,6.52,3,2.1733,2004,50,220.4,209.2,3.511,0.701,4.972,113.84,361.8,0.7,Trench Intake,9.3,35.6,0.07,1.16,3.71,417.2,2.91,Surface,134.1,107000.4,Francis,0.934,0.964,0.9,3,3,3,2.81,29.4,3,2.8,2.2,2.4,3.8,23.91,0.419,41.9,0.924,8094.2,27.8,15.8,11.0,12.5,7.0,7.5,1641.1,574.39,88.71,30.09,29.57,16411.1,v1.0,42,synthetic
HP-210,Rampur Hydro Project Unit-210,Small Hydro,run-of-river,Arunachal Pradesh,Lower Subansiri,Kameng,Brahmaputra Basin,Plain,Refurbishment,Himalayan Sub-tropical,1238.6,8.29,3,2.7633,2008,50,142.1,133.2,6.998,1.211,8.985,145.16,167.7,1.6,Concrete Gravity,10.4,51.1,0.16,2.3,4.13,334.0,2.94,Surface,216.0,112999.3,Francis,0.935,0.977,0.913,3,3,3,3.58,214.8,3,1.8,2.2,1.2,2.1,38.32,0.528,52.8,0.873,7647.5,24.0,13.4,10.7,7.7,7.9,5.8,1363.08,477.08,72.34,24.56,24.11,13630.8,v1.0,42,synthetic
HP-211,Malana Hydro Project Unit-211,Small Hydro,run-of-river,Tamil Nadu,Central District,Kabini,Cauvery Basin,Plain,Refurbishment,Alpine,2305.2,21.29,3,7.0967,2017,40,130.2,121.2,19.519,2.802,25.462,317.12,470.5,1.0,Concrete Gravity,6.5,33.3,0.1,2.47,4.19,466.7,1.54,Surface,438.9,263254.9,Francis,0.947,0.98,0.928,3,3,3,9.18,146.5,3,2.2,2.1,2.5,2.0,111.72,0.599,59.9,0.942,8251.9,24.2,14.0,10.0,9.6,7.0,7.2,1236.52,432.78,62.21,15.51,20.74,12365.19,v1.0,42,synthetic
HP-212,Bassu Hydro Project Unit-212,Small Hydro,storage,Maharashtra,Pune,Wainganga,Godavari Basin,Plain,Greenfield,Tropical,218.4,19.17,2,9.585,2019,50,51.0,47.6,42.901,6.09,62.367,721.96,783.1,5.0,Concrete Gravity,53.6,186.1,0.89,2.62,3.84,219.7,2.41,Surface,546.2,218236.5,Francis,0.946,0.955,0.903,2,2,2,12.4,100.2,2,3.7,4.8,3.9,2.5,79.76,0.48,48.0,0.92,8059.2,26.3,16.5,9.6,8.9,7.0,5.4,1138.43,398.45,57.53,17.24,19.18,11384.27,v1.0,42,synthetic
HP-213,Budhil Hydro Project Unit-213,Small Hydro,run-of-river,Kerala,Wayanad,Kabini,Cauvery Basin,Plain,Refurbishment,Tropical,373.3,21.15,2,10.575,2005,50,35.3,33.7,67.378,7.879,81.065,1875.73,579.4,1.8,Barrage/Weir,6.0,38.4,0.18,3.77,4.16,393.9,2.53,Surface,415.8,272000.5,Kaplan,0.925,0.959,0.887,2,2,2,13.69,174.9,2,2.8,2.4,3.3,2.7,78.84,0.428,42.8,0.948,8304.5,29.3,16.4,11.3,10.4,9.6,7.4,1286.06,450.12,64.72,15.59,21.57,12860.54,v1.0,42,synthetic
HP-214,Luhri Hydro Project Unit-214,Small Hydro,storage,Bihar,Kaimur,Mandakini,Ganga Basin,Plain,Refurbishment,Tropical,381.3,9.84,2,4.92,2008,35,124.9,121.0,9.451,1.121,11.738,253.96,478.1,20.1,Concrete Gravity,29.5,84.6,2.09,3.6,2.4,279.7,1.81,Surface,280.9,133897.9,Francis,0.917,0.961,0.881,2,2,2,6.37,,2,3.0,2.0,3.2,3.9,45.25,0.522,52.2,0.923,8085.5,29.7,17.1,12.5,11.6,8.9,7.1,1360.75,476.26,71.35,20.87,23.78,13607.51,v1.0,42,synthetic
HP-215,Chamera Hydro Project Unit-215,Small Hydro,run-of-river,Andhra Pradesh,Kurnool,Wainganga,Godavari Basin,Plain,Greenfield,Alpine,3049.6,13.73,2,6.865,2004,50,93.3,86.0,17.114,3.022,24.652,418.4,240.1,0.1,Barrage/Weir,4.6,17.8,0.01,1.23,2.46,440.3,1.99,Surface,355.1,166137.5,Francis,0.916,0.967,0.886,2,2,2,8.88,183.1,2,2.4,4.1,1.2,1.8,57.09,0.475,47.5,0.879,7700.0,28.5,17.0,10.7,12.5,8.2,6.6,1210.04,423.51,62.17,17.56,20.72,12100.33,v1.0,42,synthetic
HP-216,Chhatru Hydro Project Unit-216,Small Hydro,storage,Sikkim,South Sikkim,Lohit,Brahmaputra Basin,Hilly,Greenfield,Himalayan Sub-tropical,1244.3,2.62,3,0.8733,2016,35,158.5,147.8,1.953,0.222,2.454,38.6,550.7,18.3,RCC,34.2,119.6,1.98,3.29,2.09,482.6,1.96,Surface,45.7,53120.6,Francis,0.937,0.975,0.914,3,3,3,1.13,140.6,3,2.7,3.0,1.5,3.6,13.09,0.573,57.3,0.861,7542.4,30.9,18.2,12.2,11.5,10.7,7.4,2027.52,709.62,118.78,39.12,39.58,20275.04,v1.0,42,synthetic
HP-217,Sawra Kuddu Hydro Project Unit-217,Small Hydro,run-of-river,Jammu & Kashmir,Ganderbal,Indus,Indus Basin,Hilly,Refurbishment,Himalayan Sub-tropical,1748.3,24.25,3,8.0833,2021,35,50.3,47.9,55.481,6.644,80.106,1638.68,573.2,0.2,Trench Intake,2.5,18.3,0.02,1.84,2.13,331.7,1.86,Surface,518.6,287974.9,Francis,0.937,0.973,0.912,3,3,3,10.46,276.4,3,2.0,1.6,2.2,2.3,94.92,0.451,45.1,0.863,7559.9,32.8,19.8,12.8,10.7,10.0,7.0,1187.53,415.63,59.44,15.87,19.81,11875.25,v1.0,42,synthetic
HP-218,Pakal Dul Hydro Project Unit-218,Small Hydro,run-of-river,Tamil Nadu,Central District,Moyar,Cauvery Basin,Hilly,Greenfield,Himalayan Sub-tropical,1283.9,9.48,2,4.74,2010,50,191.1,181.3,6.239,0.784,8.709,202.61,1012.4,0.9,Barrage/Weir,12.3,72.0,0.09,3.98,3.54,306.4,2.63,Surface,240.9,135272.1,Francis,0.912,0.967,0.882,2,2,2,6.13,215.6,2,3.0,2.2,4.7,2.2,41.42,0.5,50.0,0.864,7568.6,26.2,15.2,9.2,8.7,8.6,7.0,1426.92,499.42,75.01,17.09,25.0,14269.21,v1.0,42,synthetic
HP-219,Chhatru Hydro Project Unit-219,Small Hydro,storage,Uttar Pradesh,Sonbhadra,Mandakini,Ganga Basin,Mountainous,Refurbishment,Himalayan Sub-tropical,1574.4,11.64,2,5.82,2010,40,90.1,83.7,16.339,2.449,22.216,310.19,498.6,21.3,Concrete Gravity,43.4,193.8,2.17,0.83,4.46,235.1,1.73,Surface,229.7,153087.0,Francis,0.937,0.951,0.891,2,2,2,7.53,235.5,2,2.6,3.6,1.8,2.5,39.41,0.386,38.6,0.948,8304.5,29.9,17.1,13.2,9.6,9.3,8.5,1315.18,460.31,68.23,23.84,22.74,13151.8,v1.0,42,synthetic
HP-220,Tehri Hydro Project Unit-220,Small Hydro,run-of-river,West Bengal,Kalimpong,Teesta,Ganga Basin,Plain,Refurbishment,Himalayan Sub-tropical,1090.2,19.2,3,6.4,2020,35,171.1,160.1,13.444,2.02,18.281,269.25,514.6,1.5,Trench Intake,12.7,66.6,0.15,3.7,2.44,201.1,2.16,Surface,384.2,254936.7,Francis,0.929,0.955,0.887,3,3,3,8.28,266.2,3,3.5,4.5,2.6,3.5,88.87,0.533,53.3,0.916,8024.2,31.4,20.4,12.9,12.9,10.8,7.3,1327.8,464.73,67.09,17.55,22.36,13277.95,v1.0,42,synthetic
HP-221,Shanan Hydro Project Unit-221,Small Hydro,run-of-river,Gujarat,Narmada,Narmada,Narmada Basin,Hilly,Refurbishment,Alpine,3005.1,10.45,2,5.225,2010,35,83.9,77.6,15.34,1.91,21.184,529.15,966.3,1.9,Concrete Gravity,10.3,72.3,0.19,3.35,4.18,461.7,1.64,Surface,269.9,141171.7,Francis,0.913,0.972,0.887,2,2,2,6.76,,2,3.2,3.8,2.7,3.1,52.48,0.568,56.8,0.946,8287.0,30.4,18.9,12.5,13.6,9.8,7.4,1350.93,472.82,70.56,18.19,23.52,13509.25,v1.0,42,synthetic
HP-222,Sutlej Hydro Project Unit-222,Small Hydro,run-of-river,Tamil Nadu,Central District,Moyar,Cauvery Basin,Plain,Greenfield,Alpine,2338.2,4.37,3,1.4567,2013,50,94.9,87.7,5.364,0.588,7.47,92.1,1084.1,1.0,Barrage/Weir,11.8,55.6,,2.76,2.83,269.2,1.66,Surface,83.6,76531.1,Francis,0.911,0.954,0.869,3,3,3,1.89,53.0,3,2.9,3.2,1.3,4.3,17.41,0.454,45.4,0.924,8094.2,27.7,17.2,11.6,9.0,9.2,5.9,1751.28,612.95,97.94,30.07,32.65,17512.84,v1.0,42,synthetic
HP-223,Allain Duhangan Hydro Project Unit-223,Small Hydro,storage,Sikkim,South Sikkim,Kopili,Brahmaputra Basin,Hilly,Refurbishment,Himalayan Sub-tropical,2095.9,11.29,3,3.7633,2016,40,103.8,95.9,13.399,1.986,18.024,307.58,819.1,5.1,RCC,28.9,94.9,0.47,3.11,3.97,353.0,1.84,Surface,247.1,151560.9,Francis,0.947,0.977,0.925,3,3,3,4.87,224.4,3,4.2,4.3,4.3,4.0,42.33,0.429,42.9,0.92,8059.2,25.2,14.7,9.0,9.7,7.6,6.9,1342.44,469.85,69.77,16.34,23.26,13424.35,v1.0,42,synthetic
HP-224,Shanan Hydro Project Unit-224,Small Hydro,storage,Himachal Pradesh,Mandi,Beas,Indus Basin,Mountainous,Refurbishment,Tropical,383.2,6.06,2,3.03,2002,35,137.8,133.2,5.221,0.826,6.992,135.37,948.6,17.3,Concrete Gravity,23.8,69.2,1.08,0.79,3.36,170.3,2.08,Surface,142.7,89533.8,Francis,0.933,0.976,0.911,2,2,2,3.92,99.6,2,3.4,1.9,4.5,3.9,27.64,0.527,52.7,0.901,7892.8,33.1,20.2,13.2,10.8,10.0,8.3,1477.46,517.11,80.33,25.78,26.78,14774.55,v1.0,42,synthetic
HP-225,Indirasagar Hydro Project Unit-225,Small Hydro,storage,Uttarakhand,Uttarkashi,Yamuna,Ganga Basin,Mountainous,Refurbishment,Tropical,605.7,22.46,2,11.23,2013,50,86.6,80.0,31.872,4.904,39.993,972.22,927.3,12.2,Rockfill,29.4,128.1,0.8,1.2,3.52,319.8,1.48,Surface,389.6,292295.8,Francis,0.941,0.974,0.917,2,2,2,14.53,131.0,2,3.2,4.3,3.5,1.8,106.36,0.537,53.7,0.931,8155.6,27.2,17.5,10.8,11.7,7.6,5.8,1301.41,455.49,65.33,22.68,21.78,13014.06,v1.0,42,synthetic
HP-226,Tehri Hydro Project Unit-226,Small Hydro,run-of-river,West Bengal,Kalimpong,Bhagirathi,Ganga Basin,Mountainous,Refurbishment,Tropical,160.4,16.79,2,8.395,2006,50,183.4,175.2,10.69,1.914,13.872,281.83,279.4,0.5,Concrete Gravity,7.7,33.6,0.05,0.3,2.4,383.6,2.89,Surface,401.2,217724.0,Francis,0.948,0.978,0.927,2,2,2,10.86,181.0,2,3.8,4.1,2.6,4.6,89.79,0.617,61.7,0.913,7997.9,24.7,14.4,10.0,9.0,6.9,6.1,1296.75,453.86,65.94,15.66,21.98,12967.48,v1.0,42,synthetic
HP-227,Koyna Hydro Project Unit-227,Small Hydro,storage,Gujarat,Narmada,Narmada,Narmada Basin,Plain,Refurbishment,Himalayan Sub-tropical,1825.7,9.51,3,3.17,2022,35,48.0,44.7,23.587,4.102,35.078,533.14,938.6,37.9,RCC,23.3,96.4,4.51,1.33,3.69,375.7,1.66,Surface,249.3,122111.6,Kaplan,0.911,0.954,0.869,3,3,3,4.1,164.2,3,2.9,2.9,2.7,3.0,49.32,0.599,59.9,0.906,7936.6,29.2,16.2,11.7,12.3,9.6,7.3,1284.04,449.41,67.49,18.84,22.49,12840.34,v1.0,42,synthetic
HP-228,Pakal Dul Hydro Project Unit-228,Small Hydro,run-of-river,Odisha,Koraput,Wainganga,Godavari Basin,Mountainous,Refurbishment,Himalayan Sub-tropical,1499.0,19.57,2,9.785,2020,40,32.2,30.2,73.506,12.442,106.294,1760.44,74.7,1.2,Barrage/Weir,10.1,50.0,0.12,0.03,2.81,143.2,2.74,Surface,465.1,257378.5,Kaplan,0.941,0.966,0.909,2,2,2,12.66,68.5,2,3.2,3.7,1.9,4.1,93.92,0.552,55.2,0.912,7989.1,25.8,15.0,9.3,9.8,8.9,5.3,1315.17,460.31,66.4,22.18,22.14,13151.69,v1.0,42,synthetic
HP-229,Tehri Hydro Project Unit-229,Small Hydro,run-of-river,Andhra Pradesh,Kurnool,Indravati,Godavari Basin,Hilly,Refurbishment,Tropical,178.8,2.63,2,1.315,2012,35,120.0,114.0,2.613,0.474,3.208,49.86,1100.3,1.5,Barrage/Weir,4.1,16.6,0.15,3.76,3.85,230.5,2.99,Surface,55.8,60894.5,Francis,0.918,0.953,0.875,2,2,2,1.7,,2,3.1,3.2,3.0,3.0,10.97,0.471,47.1,0.898,7866.5,25.2,14.8,9.6,7.8,8.7,6.7,2315.36,810.38,135.59,27.45,45.21,23153.8,v1.0,42,synthetic
HP-230,Koldam Hydro Project Unit-230,Small Hydro,run-of-river,Himachal Pradesh,Kullu,Ravi,Indus Basin,Plain,Greenfield,Tropical,496.6,21.41,2,10.705,2004,50,125.4,121.4,19.232,3.346,24.769,527.98,996.7,0.9,Barrage/Weir,14.2,111.1,0.09,2.97,4.03,156.3,2.78,Surface,356.3,251173.1,Francis,0.916,0.965,0.884,2,2,2,13.85,42.6,2,3.5,2.5,3.5,4.4,107.52,0.568,56.8,0.89,7796.4,24.4,15.5,10.8,7.5,7.0,6.3,1173.16,410.61,59.01,14.64,19.67,11731.58,v1.0,42,synthetic
HP-231,Parbati Hydro Project Unit-231,Small Hydro,storage,Bihar,Kaimur,Gandak,Ganga Basin,Hilly,Refurbishment,Himalayan Sub-tropical,1576.4,21.62,3,7.2067,2004,40,169.2,161.0,15.157,2.24,21.593,483.34,275.7,12.5,RCC,51.2,153.6,1.86,2.97,3.79,198.6,2.31,Surface,405.3,267084.9,Francis,0.92,0.972,0.894,3,3,3,9.33,252.3,3,3.1,2.5,3.8,2.9,117.97,0.617,61.7,0.884,7743.8,27.9,16.4,10.2,11.5,9.3,7.7,1235.36,432.38,62.11,17.24,20.7,12353.6,v1.0,42,synthetic
HP-232,Budhil Hydro Project Unit-232,Small Hydro,run-of-river,West Bengal,Darjeeling,Mandakini,Ganga Basin,Hilly,Refurbishment,Himalayan Sub-tropical,1501.5,13.01,2,6.505,2014,50,76.8,72.8,19.914,3.016,25.912,689.56,264.3,0.7,Trench Intake,12.0,63.4,0.07,0.39,4.14,400.6,1.67,Surface,347.7,178634.8,Francis,0.927,0.951,0.882,2,2,2,8.42,67.6,2,3.1,3.3,1.5,4.6,62.57,0.551,55.1,0.871,7630.0,29.4,17.8,13.1,13.1,10.2,6.4,1373.06,480.57,70.76,15.43,23.59,13730.58,v1.0,42,synthetic
HP-233,Sawra Kuddu Hydro Project Unit-233,Small Hydro,run-of-river,Tamil Nadu,Central District,Bhavani,Cauvery Basin,Plain,Greenfield,Himalayan Sub-tropical,1260.9,10.3,2,5.15,2021,35,164.2,152.2,7.953,1.365,10.834,269.13,537.6,0.5,Barrage/Weir,14.5,112.3,0.05,1.19,4.25,488.2,2.81,Surface,226.8,135990.8,Francis,0.915,0.978,0.895,2,2,2,6.66,30.5,2,2.3,1.5,2.1,3.2,47.05,0.527,52.7,0.946,8287.0,28.9,16.3,12.5,12.0,9.6,8.5,1320.3,462.11,69.02,23.36,23.01,13202.99,v1.0,42,synthetic
HP-234,Sutlej Hydro Project Unit-234,Small Hydro,storage,Andhra Pradesh,Alluri Sitharama Raju,Indravati,Godavari Basin,Plain,Greenfield,Tropical,738.1,18.62,2,9.31,2021,40,193.7,187.8,11.243,1.24,15.612,277.5,809.5,16.3,Concrete Gravity,39.4,182.6,1.19,3.52,3.89,382.4,2.78,Surface,544.5,218416.8,Francis,0.912,0.975,0.889,2,2,2,12.05,,2,2.8,2.3,3.5,2.7,95.43,0.588,58.8,0.904,7919.0,30.3,16.9,12.8,13.5,10.2,6.8,1173.02,410.56,59.36,18.19,19.79,11730.23,v1.0,42,synthetic
HP-235,Singoli Bhatwari Hydro Project Unit-235,Small Hydro,run-of-river,Andhra Pradesh,Alluri Sitharama Raju,Pranahita,Godavari Basin,Mountainous,Greenfield,Tropical,140.1,17.27,3,5.7567,2007,50,131.3,123.5,15.065,2.683,21.28,397.37,1013.0,0.8,Concrete Gravity,13.3,84.3,0.08,0.17,2.27,432.0,2.36,Surface,284.6,219565.4,Francis,0.914,0.979,0.895,3,3,3,7.45,105.4,3,3.1,2.3,3.3,3.7,83.8,0.552,55.2,0.864,7568.6,29.3,17.5,12.8,9.0,8.5,8.2,1271.37,444.98,64.56,20.8,21.52,12713.69,v1.0,42,synthetic
HP-236,Shanan Hydro Project Unit-236,Small Hydro,run-of-river,Bihar,Kaimur,Gandak,Ganga Basin,Mountainous,Refurbishment,Himalayan Sub-tropical,1192.4,21.45,2,10.725,2008,40,199.2,190.0,12.6,2.228,15.727,331.82,1043.0,1.3,Concrete Gravity,7.2,34.1,0.13,3.26,4.11,439.8,1.8,Surface,520.1,270696.0,Francis,0.94,0.975,0.916,2,2,2,13.88,213.1,2,2.7,2.3,4.3,1.6,84.86,0.455,45.5,0.905,7927.8,28.6,16.5,12.0,10.1,9.5,8.3,1261.99,441.7,63.47,18.78,21.16,12619.86,v1.0,42,synthetic
HP-237,Bhabha Hydro Project Unit-237,Small Hydro,run-of-river,Gujarat,Narmada,Narmada,Narmada Basin,Hilly,Greenfield,Alpine,2306.2,17.93,3,5.9767,2008,35,183.2,172.8,12.048,1.33,17.913,375.67,1070.6,0.7,Concrete Gravity,14.6,67.4,0.07,0.9,4.07,183.3,1.48,Surface,535.9,221022.6,Francis,0.911,0.957,0.872,3,3,3,7.73,85.8,3,3.4,3.8,2.0,4.3,65.91,0.415,41.5,0.887,7770.1,34.3,20.5,13.5,13.2,12.0,7.5,1232.7,431.44,62.48,20.1,20.83,12326.97,v1.0,42,synthetic
