project_id,material,quantity,unit,work_category,quantity_per_mw,data_type,synthetic_flag
HP-166,Concrete,451240.4,m3,Civil,5954.61,synthetic,True
HP-166,Cement,157934.1,MT,Civil,2084.11,synthetic,True
HP-166,Reinforcement Steel,6464.0,MT,Civil,85.3,synthetic,True
HP-166,Structural Steel,1535.0,MT,Civil,20.26,synthetic,True
HP-166,Penstock Steel,2951.1,MT,Hydromechanical,38.94,synthetic,True
HP-166,Aggregate,383554.3,m3,Civil,5061.42,synthetic,True
HP-166,Sand,203058.2,m3,Civil,2679.58,synthetic,True
HP-166,Excavation,2337924.8,m3,Civil,30851.48,synthetic,True
HP-166,Rock Excavation,1052066.2,m3,Civil,13883.16,synthetic,True
HP-166,Earth Excavation,1285858.6,m3,Civil,16968.31,synthetic,True
HP-166,Grouting Cement,12634.7,MT,Civil,166.73,synthetic,True
HP-166,Shotcrete,54148.8,m3,Civil,714.55,synthetic,True
HP-166,Lining Concrete,112810.1,m3,Civil,1488.65,synthetic,True
HP-166,Gates Steel,323.2,MT,Hydromechanical,4.26,synthetic,True
HP-166,Embedded Steel,230.2,MT,Civil,3.04,synthetic,True
HP-167,Concrete,199444.0,m3,Civil,4017.81,synthetic,True
HP-167,Cement,69805.4,MT,Civil,1406.23,synthetic,True
HP-167,Reinforcement Steel,3881.8,MT,Civil,78.2,synthetic,True
HP-167,Structural Steel,1283.2,MT,Civil,25.85,synthetic,True
HP-167,Penstock Steel,7726.0,MT,Hydromechanical,155.64,synthetic,True
HP-167,Aggregate,169527.4,m3,Civil,3415.14,synthetic,True
HP-167,Sand,89749.8,m3,Civil,1808.01,synthetic,True
HP-167,Excavation,1291574.1,m3,Civil,26018.82,synthetic,True
HP-167,Rock Excavation,581208.3,m3,Civil,11708.47,synthetic,True
HP-167,Earth Excavation,710365.8,m3,Civil,14310.35,synthetic,True
HP-167,Grouting Cement,5584.4,MT,Civil,112.5,synthetic,True
HP-167,Shotcrete,23933.3,m3,Civil,482.14,synthetic,True
HP-167,Lining Concrete,49861.0,m3,Civil,1004.45,synthetic,True
HP-167,Gates Steel,194.1,MT,Hydromechanical,3.91,synthetic,True
HP-167,Embedded Steel,192.5,MT,Civil,3.88,synthetic,True
HP-168,Concrete,137984.8,m3,Civil,4152.42,synthetic,True
HP-168,Cement,48294.7,MT,Civil,1453.35,synthetic,True
HP-168,Reinforcement Steel,2659.4,MT,Civil,80.03,synthetic,True
HP-168,Structural Steel,604.2,MT,Civil,18.18,synthetic,True
HP-168,Penstock Steel,1906.2,MT,Hydromechanical,57.36,synthetic,True
HP-168,Aggregate,117287.1,m3,Civil,3529.55,synthetic,True
HP-168,Sand,62093.2,m3,Civil,1868.59,synthetic,True
HP-168,Excavation,774622.5,m3,Civil,23310.94,synthetic,True
HP-168,Rock Excavation,348580.1,m3,Civil,10489.92,synthetic,True
HP-168,Earth Excavation,426042.4,m3,Civil,12821.02,synthetic,True
HP-168,Grouting Cement,3863.6,MT,Civil,116.27,synthetic,True
HP-168,Shotcrete,16558.2,m3,Civil,498.29,synthetic,True
HP-168,Lining Concrete,34496.2,m3,Civil,1038.1,synthetic,True
HP-168,Gates Steel,133.0,MT,Hydromechanical,4.0,synthetic,True
HP-168,Embedded Steel,90.6,MT,Civil,2.73,synthetic,True
HP-169,Concrete,248035.8,m3,Civil,3384.31,synthetic,True
HP-169,Cement,86812.5,MT,Civil,1184.51,synthetic,True
HP-169,Reinforcement Steel,5961.4,MT,Civil,81.34,synthetic,True
HP-169,Structural Steel,1405.3,MT,Civil,19.17,synthetic,True
HP-169,Penstock Steel,2266.6,MT,Hydromechanical,30.93,synthetic,True
HP-169,Aggregate,210830.4,m3,Civil,2876.66,synthetic,True
HP-169,Sand,111616.1,m3,Civil,1522.94,synthetic,True
HP-169,Excavation,2145012.5,m3,Civil,29267.46,synthetic,True
HP-169,Rock Excavation,965255.6,m3,Civil,13170.36,synthetic,True
HP-169,Earth Excavation,1179756.9,m3,Civil,16097.11,synthetic,True
HP-169,Grouting Cement,6945.0,MT,Civil,94.76,synthetic,True
HP-169,Shotcrete,29764.3,m3,Civil,406.12,synthetic,True
HP-169,Lining Concrete,62008.9,m3,Civil,846.08,synthetic,True
HP-169,Gates Steel,298.1,MT,Hydromechanical,4.07,synthetic,True
HP-169,Embedded Steel,210.8,MT,Civil,2.88,synthetic,True
HP-170,Concrete,301471.8,m3,Civil,8715.58,synthetic,True
HP-170,Cement,105515.1,MT,Civil,3050.45,synthetic,True
HP-170,Reinforcement Steel,2794.9,MT,Civil,80.8,synthetic,True
HP-170,Structural Steel,722.6,MT,Civil,20.89,synthetic,True
HP-170,Penstock Steel,5547.1,MT,Hydromechanical,160.37,synthetic,True
HP-170,Aggregate,256251.0,m3,Civil,7408.24,synthetic,True
HP-170,Sand,135662.3,m3,Civil,3922.01,synthetic,True
HP-170,Excavation,827863.1,m3,Civil,23933.6,synthetic,True
HP-170,Rock Excavation,372538.4,m3,Civil,10770.12,synthetic,True
HP-170,Earth Excavation,455324.7,m3,Civil,13163.48,synthetic,True
HP-170,Grouting Cement,8441.2,MT,Civil,244.04,synthetic,True
HP-170,Shotcrete,36176.6,m3,Civil,1045.87,synthetic,True
HP-170,Lining Concrete,75367.9,m3,Civil,2178.89,synthetic,True
HP-170,Gates Steel,139.7,MT,Hydromechanical,4.04,synthetic,True
HP-170,Embedded Steel,108.4,MT,Civil,3.13,synthetic,True
HP-171,Concrete,310755.8,m3,Civil,4258.68,synthetic,True
HP-171,Cement,108764.5,MT,Civil,1490.54,synthetic,True
HP-171,Reinforcement Steel,6097.4,MT,Civil,83.56,synthetic,True
HP-171,Structural Steel,1933.3,MT,Civil,26.49,synthetic,True
HP-171,Penstock Steel,3183.3,MT,Hydromechanical,43.62,synthetic,True
HP-171,Aggregate,264142.4,m3,Civil,3619.88,synthetic,True
HP-171,Sand,139840.1,m3,Civil,1916.41,synthetic,True
HP-171,Excavation,2192426.0,m3,Civil,30045.58,synthetic,True
HP-171,Rock Excavation,986591.7,m3,Civil,13520.51,synthetic,True
HP-171,Earth Excavation,1205834.3,m3,Civil,16525.07,synthetic,True
HP-171,Grouting Cement,8701.2,MT,Civil,119.24,synthetic,True
HP-171,Shotcrete,37290.7,m3,Civil,511.04,synthetic,True
HP-171,Lining Concrete,77688.9,m3,Civil,1064.67,synthetic,True
HP-171,Gates Steel,304.9,MT,Hydromechanical,4.18,synthetic,True
HP-171,Embedded Steel,290.0,MT,Civil,3.97,synthetic,True
HP-172,Concrete,284679.9,m3,Civil,4788.56,synthetic,True
HP-172,Cement,99638.0,MT,Civil,1676.0,synthetic,True
HP-172,Reinforcement Steel,4579.2,MT,Civil,77.03,synthetic,True
HP-172,Structural Steel,1560.5,MT,Civil,26.25,synthetic,True
HP-172,Penstock Steel,5272.3,MT,Hydromechanical,88.68,synthetic,True
HP-172,Aggregate,241977.9,m3,Civil,4070.28,synthetic,True
HP-172,Sand,128106.0,m3,Civil,2154.85,synthetic,True
HP-172,Excavation,1587056.6,m3,Civil,26695.65,synthetic,True
HP-172,Rock Excavation,714175.5,m3,Civil,12013.04,synthetic,True
HP-172,Earth Excavation,872881.1,m3,Civil,14682.61,synthetic,True
HP-172,Grouting Cement,7971.0,MT,Civil,134.08,synthetic,True
HP-172,Shotcrete,34161.6,m3,Civil,574.63,synthetic,True
HP-172,Lining Concrete,71170.0,m3,Civil,1197.14,synthetic,True
HP-172,Gates Steel,229.0,MT,Hydromechanical,3.85,synthetic,True
HP-172,Embedded Steel,234.1,MT,Civil,3.94,synthetic,True
HP-173,Concrete,298582.7,m3,Civil,9128.18,synthetic,True
HP-173,Cement,104503.9,MT,Civil,3194.86,synthetic,True
HP-173,Reinforcement Steel,2658.5,MT,Civil,81.27,synthetic,True
HP-173,Structural Steel,802.6,MT,Civil,24.54,synthetic,True
HP-173,Penstock Steel,1816.0,MT,Hydromechanical,55.52,synthetic,True
HP-173,Aggregate,253795.3,m3,Civil,7758.95,synthetic,True
HP-173,Sand,134362.2,m3,Civil,4107.68,synthetic,True
HP-173,Excavation,769064.9,m3,Civil,23511.61,synthetic,True
HP-173,Rock Excavation,346079.2,m3,Civil,10580.23,synthetic,True
HP-173,Earth Excavation,422985.7,m3,Civil,12931.39,synthetic,True
HP-173,Grouting Cement,8360.3,MT,Civil,255.59,synthetic,True
HP-173,Shotcrete,35829.9,m3,Civil,1095.38,synthetic,True
HP-173,Lining Concrete,74645.7,m3,Civil,2282.05,synthetic,True
HP-173,Gates Steel,132.9,MT,Hydromechanical,4.06,synthetic,True
HP-173,Embedded Steel,120.4,MT,Civil,3.68,synthetic,True
HP-174,Concrete,372857.8,m3,Civil,4713.75,synthetic,True
HP-174,Cement,130500.2,MT,Civil,1649.81,synthetic,True
HP-174,Reinforcement Steel,6523.9,MT,Civil,82.48,synthetic,True
HP-174,Structural Steel,2037.0,MT,Civil,25.75,synthetic,True
HP-174,Penstock Steel,6157.5,MT,Hydromechanical,77.84,synthetic,True
HP-174,Aggregate,316929.1,m3,Civil,4006.69,synthetic,True
HP-174,Sand,167786.0,m3,Civil,2121.19,synthetic,True
HP-174,Excavation,2374644.1,m3,Civil,30020.79,synthetic,True
HP-174,Rock Excavation,1068589.8,m3,Civil,13509.35,synthetic,True
HP-174,Earth Excavation,1306054.3,m3,Civil,16511.43,synthetic,True
HP-174,Grouting Cement,10440.0,MT,Civil,131.98,synthetic,True
HP-174,Shotcrete,44742.9,m3,Civil,565.65,synthetic,True
HP-174,Lining Concrete,93214.4,m3,Civil,1178.44,synthetic,True
HP-174,Gates Steel,326.2,MT,Hydromechanical,4.12,synthetic,True
HP-174,Embedded Steel,305.6,MT,Civil,3.86,synthetic,True
HP-175,Concrete,162928.3,m3,Civil,5581.65,synthetic,True
HP-175,Cement,57024.9,MT,Civil,1953.58,synthetic,True
HP-175,Reinforcement Steel,2255.5,MT,Civil,77.27,synthetic,True
HP-175,Structural Steel,503.8,MT,Civil,17.26,synthetic,True
HP-175,Penstock Steel,3034.2,MT,Hydromechanical,103.95,synthetic,True
HP-175,Aggregate,138489.1,m3,Civil,4744.4,synthetic,True
HP-175,Sand,73317.7,m3,Civil,2511.74,synthetic,True
HP-175,Excavation,617843.2,m3,Civil,21166.26,synthetic,True
HP-175,Rock Excavation,278029.4,m3,Civil,9524.82,synthetic,True
HP-175,Earth Excavation,339813.8,m3,Civil,11641.45,synthetic,True
HP-175,Grouting Cement,4562.0,MT,Civil,156.29,synthetic,True
HP-175,Shotcrete,19551.4,m3,Civil,669.8,synthetic,True
HP-175,Lining Concrete,40732.1,m3,Civil,1395.41,synthetic,True
HP-175,Gates Steel,112.8,MT,Hydromechanical,3.86,synthetic,True
HP-175,Embedded Steel,75.6,MT,Civil,2.59,synthetic,True
HP-176,Concrete,185927.3,m3,Civil,6367.37,synthetic,True
HP-176,Cement,65074.6,MT,Civil,2228.58,synthetic,True
HP-176,Reinforcement Steel,2165.9,MT,Civil,74.17,synthetic,True
HP-176,Structural Steel,753.7,MT,Civil,25.81,synthetic,True
HP-176,Penstock Steel,6396.9,MT,Hydromechanical,219.07,synthetic,True
HP-176,Aggregate,158038.2,m3,Civil,5412.27,synthetic,True
HP-176,Sand,83667.3,m3,Civil,2865.32,synthetic,True
HP-176,Excavation,593395.2,m3,Civil,20321.75,synthetic,True
HP-176,Rock Excavation,267027.8,m3,Civil,9144.79,synthetic,True
HP-176,Earth Excavation,326367.4,m3,Civil,11176.97,synthetic,True
HP-176,Grouting Cement,5206.0,MT,Civil,178.29,synthetic,True
HP-176,Shotcrete,22311.3,m3,Civil,764.09,synthetic,True
HP-176,Lining Concrete,46481.8,m3,Civil,1591.84,synthetic,True
HP-176,Gates Steel,108.3,MT,Hydromechanical,3.71,synthetic,True
HP-176,Embedded Steel,113.1,MT,Civil,3.87,synthetic,True
HP-177,Concrete,328076.6,m3,Civil,4756.11,synthetic,True
HP-177,Cement,114826.8,MT,Civil,1664.64,synthetic,True
HP-177,Reinforcement Steel,5615.9,MT,Civil,81.41,synthetic,True
HP-177,Structural Steel,1186.4,MT,Civil,17.2,synthetic,True
HP-177,Penstock Steel,2768.1,MT,Hydromechanical,40.13,synthetic,True
HP-177,Aggregate,278865.1,m3,Civil,4042.69,synthetic,True
HP-177,Sand,147634.5,m3,Civil,2140.25,synthetic,True
HP-177,Excavation,2000723.4,m3,Civil,29004.4,synthetic,True
HP-177,Rock Excavation,1500542.5,m3,Civil,21753.3,synthetic,True
HP-177,Earth Excavation,500180.9,m3,Civil,7251.1,synthetic,True
HP-177,Grouting Cement,9186.1,MT,Civil,133.17,synthetic,True
HP-177,Shotcrete,39369.2,m3,Civil,570.73,synthetic,True
HP-177,Lining Concrete,82019.1,m3,Civil,1189.03,synthetic,True
HP-177,Gates Steel,280.8,MT,Hydromechanical,4.07,synthetic,True
HP-177,Embedded Steel,178.0,MT,Civil,2.58,synthetic,True
HP-178,Concrete,281887.6,m3,Civil,2848.5,synthetic,True
HP-178,Cement,98660.7,MT,Civil,996.98,synthetic,True
HP-178,Reinforcement Steel,7759.5,MT,Civil,78.41,synthetic,True
HP-178,Structural Steel,2215.5,MT,Civil,22.39,synthetic,True
HP-178,Penstock Steel,7764.1,MT,Hydromechanical,78.46,synthetic,True
HP-178,Aggregate,239604.5,m3,Civil,2421.23,synthetic,True
HP-178,Sand,126849.4,m3,Civil,1281.82,synthetic,True
HP-178,Excavation,2906416.5,m3,Civil,29369.61,synthetic,True
HP-178,Rock Excavation,2179812.4,m3,Civil,22027.21,synthetic,True
HP-178,Earth Excavation,726604.1,m3,Civil,7342.4,synthetic,True
HP-178,Grouting Cement,7892.9,MT,Civil,79.76,synthetic,True
HP-178,Shotcrete,33826.5,m3,Civil,341.82,synthetic,True
HP-178,Lining Concrete,70471.9,m3,Civil,712.13,synthetic,True
HP-178,Gates Steel,388.0,MT,Hydromechanical,3.92,synthetic,True
HP-178,Embedded Steel,332.3,MT,Civil,3.36,synthetic,True
HP-179,Concrete,157906.2,m3,Civil,4703.79,synthetic,True
HP-179,Cement,55267.2,MT,Civil,1646.33,synthetic,True
HP-179,Reinforcement Steel,2549.8,MT,Civil,75.95,synthetic,True
HP-179,Structural Steel,530.5,MT,Civil,15.8,synthetic,True
HP-179,Penstock Steel,1450.7,MT,Hydromechanical,43.21,synthetic,True
HP-179,Aggregate,134220.3,m3,Civil,3998.22,synthetic,True
HP-179,Sand,71057.8,m3,Civil,2116.71,synthetic,True
HP-179,Excavation,745953.2,m3,Civil,22220.83,synthetic,True
HP-179,Rock Excavation,335678.9,m3,Civil,9999.37,synthetic,True
HP-179,Earth Excavation,410274.3,m3,Civil,12221.46,synthetic,True
HP-179,Grouting Cement,4421.4,MT,Civil,131.71,synthetic,True
HP-179,Shotcrete,18948.7,m3,Civil,564.45,synthetic,True
HP-179,Lining Concrete,39476.6,m3,Civil,1175.95,synthetic,True
HP-179,Gates Steel,127.5,MT,Hydromechanical,3.8,synthetic,True
HP-179,Embedded Steel,79.6,MT,Civil,2.37,synthetic,True
HP-180,Concrete,423050.6,m3,Civil,5655.76,synthetic,True
HP-180,Cement,148067.7,MT,Civil,1979.51,synthetic,True
HP-180,Reinforcement Steel,6284.4,MT,Civil,84.02,synthetic,True
HP-180,Structural Steel,1272.1,MT,Civil,17.01,synthetic,True
HP-180,Penstock Steel,8307.8,MT,Hydromechanical,111.07,synthetic,True
HP-180,Aggregate,359593.0,m3,Civil,4807.39,synthetic,True
HP-180,Sand,190372.8,m3,Civil,2545.09,synthetic,True
HP-180,Excavation,2268442.1,m3,Civil,30326.77,synthetic,True
HP-180,Rock Excavation,1020798.9,m3,Civil,13647.04,synthetic,True
HP-180,Earth Excavation,1247643.2,m3,Civil,16679.72,synthetic,True
HP-180,Grouting Cement,11845.4,MT,Civil,158.36,synthetic,True
HP-180,Shotcrete,50766.1,m3,Civil,678.69,synthetic,True
HP-180,Lining Concrete,105762.6,m3,Civil,1413.94,synthetic,True
HP-180,Gates Steel,314.2,MT,Hydromechanical,4.2,synthetic,True
HP-180,Embedded Steel,190.8,MT,Civil,2.55,synthetic,True
HP-181,Concrete,336574.1,m3,Civil,7278.85,synthetic,True
HP-181,Cement,117800.9,MT,Civil,2547.6,synthetic,True
HP-181,Reinforcement Steel,3407.8,MT,Civil,73.7,synthetic,True
HP-181,Structural Steel,873.1,MT,Civil,18.88,synthetic,True
HP-181,Penstock Steel,9980.0,MT,Hydromechanical,215.83,synthetic,True
HP-181,Aggregate,286088.0,m3,Civil,6187.02,synthetic,True
HP-181,Sand,151458.3,m3,Civil,3275.48,synthetic,True
HP-181,Excavation,1112829.9,m3,Civil,24066.39,synthetic,True
HP-181,Rock Excavation,500773.5,m3,Civil,10829.88,synthetic,True
HP-181,Earth Excavation,612056.4,m3,Civil,13236.51,synthetic,True
HP-181,Grouting Cement,9424.1,MT,Civil,203.81,synthetic,True
HP-181,Shotcrete,40388.9,m3,Civil,873.46,synthetic,True
HP-181,Lining Concrete,84143.5,m3,Civil,1819.71,synthetic,True
HP-181,Gates Steel,170.4,MT,Hydromechanical,3.69,synthetic,True
HP-181,Embedded Steel,131.0,MT,Civil,2.83,synthetic,True
HP-182,Concrete,405470.2,m3,Civil,4137.03,synthetic,True
HP-182,Cement,141914.6,MT,Civil,1447.96,synthetic,True
HP-182,Reinforcement Steel,8101.2,MT,Civil,82.66,synthetic,True
HP-182,Structural Steel,2738.9,MT,Civil,27.95,synthetic,True
HP-182,Penstock Steel,4696.5,MT,Hydromechanical,47.92,synthetic,True
HP-182,Aggregate,344649.7,m3,Civil,3516.47,synthetic,True
HP-182,Sand,182461.6,m3,Civil,1861.66,synthetic,True
HP-182,Excavation,3031100.0,m3,Civil,30926.44,synthetic,True
HP-182,Rock Excavation,1363995.0,m3,Civil,13916.9,synthetic,True
HP-182,Earth Excavation,1667105.0,m3,Civil,17009.54,synthetic,True
HP-182,Grouting Cement,11353.2,MT,Civil,115.84,synthetic,True
HP-182,Shotcrete,48656.4,m3,Civil,496.44,synthetic,True
HP-182,Lining Concrete,101367.6,m3,Civil,1034.26,synthetic,True
HP-182,Gates Steel,405.1,MT,Hydromechanical,4.13,synthetic,True
HP-182,Embedded Steel,410.8,MT,Civil,4.19,synthetic,True
HP-183,Concrete,432332.1,m3,Civil,7274.64,synthetic,True
HP-183,Cement,151316.2,MT,Civil,2546.12,synthetic,True
HP-183,Reinforcement Steel,5130.9,MT,Civil,86.34,synthetic,True
HP-183,Structural Steel,1488.0,MT,Civil,25.04,synthetic,True
HP-183,Penstock Steel,2319.4,MT,Hydromechanical,39.03,synthetic,True
HP-183,Aggregate,367482.3,m3,Civil,6183.45,synthetic,True
HP-183,Sand,194549.4,m3,Civil,3273.59,synthetic,True
HP-183,Excavation,1778139.7,m3,Civil,29919.9,synthetic,True
HP-183,Rock Excavation,800162.9,m3,Civil,13463.96,synthetic,True
HP-183,Earth Excavation,977976.8,m3,Civil,16455.94,synthetic,True
HP-183,Grouting Cement,12105.3,MT,Civil,203.69,synthetic,True
HP-183,Shotcrete,51879.9,m3,Civil,872.96,synthetic,True
HP-183,Lining Concrete,108083.0,m3,Civil,1818.66,synthetic,True
HP-183,Gates Steel,256.5,MT,Hydromechanical,4.32,synthetic,True
HP-183,Embedded Steel,223.2,MT,Civil,3.76,synthetic,True
HP-184,Concrete,273448.5,m3,Civil,3700.75,synthetic,True
HP-184,Cement,95707.0,MT,Civil,1295.26,synthetic,True
HP-184,Reinforcement Steel,6279.5,MT,Civil,84.98,synthetic,True
HP-184,Structural Steel,2158.4,MT,Civil,29.21,synthetic,True
HP-184,Penstock Steel,8347.0,MT,Hydromechanical,112.97,synthetic,True
HP-184,Aggregate,232431.2,m3,Civil,3145.64,synthetic,True
HP-184,Sand,123051.8,m3,Civil,1665.34,synthetic,True
HP-184,Excavation,2262370.3,m3,Civil,30618.08,synthetic,True
HP-184,Rock Excavation,1018066.6,m3,Civil,13778.14,synthetic,True
HP-184,Earth Excavation,1244303.7,m3,Civil,16839.95,synthetic,True
HP-184,Grouting Cement,7656.6,MT,Civil,103.62,synthetic,True
HP-184,Shotcrete,32813.8,m3,Civil,444.09,synthetic,True
HP-184,Lining Concrete,68362.1,m3,Civil,925.19,synthetic,True
HP-184,Gates Steel,314.0,MT,Hydromechanical,4.25,synthetic,True
HP-184,Embedded Steel,323.8,MT,Civil,4.38,synthetic,True
HP-185,Concrete,326519.7,m3,Civil,7958.07,synthetic,True
HP-185,Cement,114281.9,MT,Civil,2785.33,synthetic,True
HP-185,Reinforcement Steel,3431.2,MT,Civil,83.63,synthetic,True
HP-185,Structural Steel,982.6,MT,Civil,23.95,synthetic,True
HP-185,Penstock Steel,7439.8,MT,Hydromechanical,181.33,synthetic,True
HP-185,Aggregate,277541.7,m3,Civil,6764.36,synthetic,True
HP-185,Sand,146933.9,m3,Civil,3581.13,synthetic,True
HP-185,Excavation,1081218.5,m3,Civil,26351.9,synthetic,True
HP-185,Rock Excavation,810913.9,m3,Civil,19763.93,synthetic,True
HP-185,Earth Excavation,270304.6,m3,Civil,6587.97,synthetic,True
HP-185,Grouting Cement,9142.6,MT,Civil,222.83,synthetic,True
HP-185,Shotcrete,39182.4,m3,Civil,954.97,synthetic,True
HP-185,Lining Concrete,81629.9,m3,Civil,1989.52,synthetic,True
HP-185,Gates Steel,171.6,MT,Hydromechanical,4.18,synthetic,True
HP-185,Embedded Steel,147.4,MT,Civil,3.59,synthetic,True
HP-186,Concrete,129971.5,m3,Civil,2743.17,synthetic,True
HP-186,Cement,45490.0,MT,Civil,960.11,synthetic,True
HP-186,Reinforcement Steel,3650.9,MT,Civil,77.06,synthetic,True
HP-186,Structural Steel,823.5,MT,Civil,17.38,synthetic,True
HP-186,Penstock Steel,2615.9,MT,Hydromechanical,55.21,synthetic,True
HP-186,Aggregate,110475.8,m3,Civil,2331.7,synthetic,True
HP-186,Sand,58487.2,m3,Civil,1234.43,synthetic,True
HP-186,Excavation,1200129.7,m3,Civil,25329.88,synthetic,True
HP-186,Rock Excavation,900097.3,m3,Civil,18997.41,synthetic,True
HP-186,Earth Excavation,300032.4,m3,Civil,6332.47,synthetic,True
HP-186,Grouting Cement,3639.2,MT,Civil,76.81,synthetic,True
HP-186,Shotcrete,15596.6,m3,Civil,329.18,synthetic,True
HP-186,Lining Concrete,32492.9,m3,Civil,685.79,synthetic,True
HP-186,Gates Steel,182.5,MT,Hydromechanical,3.85,synthetic,True
HP-186,Embedded Steel,123.5,MT,Civil,2.61,synthetic,True
HP-187,Concrete,252026.8,m3,Civil,3767.78,synthetic,True
HP-187,Cement,88209.4,MT,Civil,1318.72,synthetic,True
HP-187,Reinforcement Steel,4981.9,MT,Civil,74.48,synthetic,True
HP-187,Structural Steel,1312.6,MT,Civil,19.62,synthetic,True
HP-187,Penstock Steel,7012.0,MT,Hydromechanical,104.83,synthetic,True
HP-187,Aggregate,214222.8,m3,Civil,3202.61,synthetic,True
HP-187,Sand,113412.1,m3,Civil,1695.5,synthetic,True
HP-187,Excavation,1765452.7,m3,Civil,26393.37,synthetic,True
HP-187,Rock Excavation,794453.7,m3,Civil,11877.02,synthetic,True
HP-187,Earth Excavation,970999.0,m3,Civil,14516.36,synthetic,True
HP-187,Grouting Cement,7056.8,MT,Civil,105.5,synthetic,True
HP-187,Shotcrete,30243.2,m3,Civil,452.13,synthetic,True
HP-187,Lining Concrete,63006.7,m3,Civil,941.94,synthetic,True
HP-187,Gates Steel,249.1,MT,Hydromechanical,3.72,synthetic,True
HP-187,Embedded Steel,196.9,MT,Civil,2.94,synthetic,True
HP-188,Concrete,156128.2,m3,Civil,3120.69,synthetic,True
HP-188,Cement,54644.9,MT,Civil,1092.24,synthetic,True
HP-188,Reinforcement Steel,4209.9,MT,Civil,84.15,synthetic,True
HP-188,Structural Steel,1278.8,MT,Civil,25.56,synthetic,True
HP-188,Penstock Steel,2511.1,MT,Hydromechanical,50.19,synthetic,True
HP-188,Aggregate,132709.0,m3,Civil,2652.59,synthetic,True
HP-188,Sand,70257.7,m3,Civil,1404.31,synthetic,True
HP-188,Excavation,1403519.8,m3,Civil,28053.56,synthetic,True
HP-188,Rock Excavation,1052639.9,m3,Civil,21040.17,synthetic,True
HP-188,Earth Excavation,350879.9,m3,Civil,7013.39,synthetic,True
HP-188,Grouting Cement,4371.6,MT,Civil,87.38,synthetic,True
HP-188,Shotcrete,18735.4,m3,Civil,374.48,synthetic,True
HP-188,Lining Concrete,39032.1,m3,Civil,780.17,synthetic,True
HP-188,Gates Steel,210.5,MT,Hydromechanical,4.21,synthetic,True
HP-188,Embedded Steel,191.8,MT,Civil,3.83,synthetic,True
HP-189,Concrete,262340.6,m3,Civil,4329.05,synthetic,True
HP-189,Cement,91819.2,MT,Civil,1515.17,synthetic,True
HP-189,Reinforcement Steel,4656.8,MT,Civil,76.84,synthetic,True
HP-189,Structural Steel,1251.8,MT,Civil,20.66,synthetic,True
HP-189,Penstock Steel,2247.3,MT,Hydromechanical,37.08,synthetic,True
HP-189,Aggregate,222989.5,m3,Civil,3679.69,synthetic,True
HP-189,Sand,118053.3,m3,Civil,1948.07,synthetic,True
HP-189,Excavation,1620154.5,m3,Civil,26735.22,synthetic,True
HP-189,Rock Excavation,729069.5,m3,Civil,12030.85,synthetic,True
HP-189,Earth Excavation,891085.0,m3,Civil,14704.37,synthetic,True
HP-189,Grouting Cement,7345.5,MT,Civil,121.21,synthetic,True
HP-189,Shotcrete,31480.9,m3,Civil,519.49,synthetic,True
HP-189,Lining Concrete,65585.1,m3,Civil,1082.26,synthetic,True
HP-189,Gates Steel,232.8,MT,Hydromechanical,3.84,synthetic,True
HP-189,Embedded Steel,187.8,MT,Civil,3.1,synthetic,True
HP-190,Concrete,285112.8,m3,Civil,3527.31,synthetic,True
HP-190,Cement,99789.5,MT,Civil,1234.56,synthetic,True
HP-190,Reinforcement Steel,6101.3,MT,Civil,75.48,synthetic,True
HP-190,Structural Steel,1843.4,MT,Civil,22.81,synthetic,True
HP-190,Penstock Steel,5969.3,MT,Hydromechanical,73.85,synthetic,True
HP-190,Aggregate,242345.9,m3,Civil,2998.22,synthetic,True
HP-190,Sand,128300.8,m3,Civil,1587.29,synthetic,True
HP-190,Excavation,2227700.2,m3,Civil,27560.31,synthetic,True
HP-190,Rock Excavation,1670775.2,m3,Civil,20670.24,synthetic,True
HP-190,Earth Excavation,556925.0,m3,Civil,6890.08,synthetic,True
HP-190,Grouting Cement,7983.2,MT,Civil,98.77,synthetic,True
HP-190,Shotcrete,34213.5,m3,Civil,423.28,synthetic,True
HP-190,Lining Concrete,71278.2,m3,Civil,881.83,synthetic,True
HP-190,Gates Steel,305.1,MT,Hydromechanical,3.77,synthetic,True
HP-190,Embedded Steel,276.5,MT,Civil,3.42,synthetic,True
HP-191,Concrete,294623.0,m3,Civil,8252.75,synthetic,True
HP-191,Cement,103118.0,MT,Civil,2888.46,synthetic,True
HP-191,Reinforcement Steel,2799.3,MT,Civil,78.41,synthetic,True
HP-191,Structural Steel,927.7,MT,Civil,25.99,synthetic,True
HP-191,Penstock Steel,5001.8,MT,Hydromechanical,140.11,synthetic,True
HP-191,Aggregate,250429.5,m3,Civil,7014.83,synthetic,True
HP-191,Sand,132580.4,m3,Civil,3713.74,synthetic,True
HP-191,Excavation,839665.7,m3,Civil,23520.05,synthetic,True
HP-191,Rock Excavation,377849.6,m3,Civil,10584.02,synthetic,True
HP-191,Earth Excavation,461816.1,m3,Civil,12936.03,synthetic,True
HP-191,Grouting Cement,8249.4,MT,Civil,231.08,synthetic,True
HP-191,Shotcrete,35354.8,m3,Civil,990.33,synthetic,True
HP-191,Lining Concrete,73655.8,m3,Civil,2063.19,synthetic,True
HP-191,Gates Steel,140.0,MT,Hydromechanical,3.92,synthetic,True
