project_id,equipment_type,quantity,capacity_per_unit,unit_of_measure,technology
HP-238,EOT Crane,1,48.7,Tonne,Overhead EOT Crane
HP-239,Turbine,3,5.99,MW,Francis
HP-239,Generator,3,5.99,MW,Synchronous Hydro Generator
HP-239,Main Transformer,3,7.75,MVA,Step-up Power Transformer
HP-239,EOT Crane,1,193.6,Tonne,Overhead EOT Crane
HP-240,Turbine,2,1.695,MW,Kaplan
HP-240,Generator,2,1.695,MW,Synchronous Hydro Generator
HP-240,Main Transformer,2,2.19,MVA,Step-up Power Transformer
HP-240,EOT Crane,1,201.0,Tonne,Overhead EOT Crane
HP-241,Turbine,3,2.5467,MW,Kaplan
HP-241,Generator,3,2.5467,MW,Synchronous Hydro Generator
HP-241,Main Transformer,3,3.3,MVA,Step-up Power Transformer
HP-241,EOT Crane,1,167.4,Tonne,Overhead EOT Crane
HP-242,Turbine,2,12.07,MW,Francis
HP-242,Generator,2,12.07,MW,Synchronous Hydro Generator
HP-242,Main Transformer,2,15.62,MVA,Step-up Power Transformer
HP-242,EOT Crane,1,199.5,Tonne,Overhead EOT Crane
HP-243,Turbine,3,6.9533,MW,Kaplan
HP-243,Generator,3,6.9533,MW,Synchronous Hydro Generator
HP-243,Main Transformer,3,9.0,MVA,Step-up Power Transformer
HP-243,EOT Crane,1,224.1,Tonne,Overhead EOT Crane
HP-244,Turbine,3,6.2,MW,Francis
HP-244,Generator,3,6.2,MW,Synchronous Hydro Generator
HP-244,Main Transformer,3,8.02,MVA,Step-up Power Transformer
HP-245,Turbine,3,5.9,MW,Francis
HP-245,Generator,3,5.9,MW,Synchronous Hydro Generator
HP-245,Main Transformer,3,7.64,MVA,Step-up Power Transformer
HP-245,EOT Crane,1,271.1,Tonne,Overhead EOT Crane
HP-246,Turbine,3,3.6667,MW,Francis
HP-246,Generator,3,3.6667,MW,Synchronous Hydro Generator
HP-246,Main Transformer,3,4.75,MVA,Step-up Power Transformer
HP-246,EOT Crane,1,99.2,Tonne,Overhead EOT Crane
HP-247,Turbine,2,4.875,MW,Francis
HP-247,Generator,2,4.875,MW,Synchronous Hydro Generator
HP-247,Main Transformer,2,6.31,MVA,Step-up Power Transformer
HP-247,EOT Crane,1,288.9,Tonne,Overhead EOT Crane
HP-248,Turbine,3,5.4133,MW,Francis
HP-248,Generator,3,5.4133,MW,Synchronous Hydro Generator
HP-248,Main Transformer,3,7.01,MVA,Step-up Power Transformer
HP-248,EOT Crane,1,204.8,Tonne,Overhead EOT Crane
HP-249,Turbine,2,10.285,MW,Francis
HP-249,Generator,2,10.285,MW,Synchronous Hydro Generator
HP-249,Main Transformer,2,13.31,MVA,Step-up Power Transformer
HP-249,EOT Crane,1,157.2,Tonne,Overhead EOT Crane
HP-250,Turbine,2,7.59,MW,Francis
HP-250,Generator,2,7.59,MW,Synchronous Hydro Generator
HP-250,Main Transformer,2,9.82,MVA,Step-up Power Transformer
HP-250,EOT Crane,1,149.3,Tonne,Overhead EOT Crane
HP-251,Turbine,3,2.4067,MW,Francis
HP-251,Generator,3,2.4067,MW,Synchronous Hydro Generator
HP-251,Main Transformer,3,3.11,MVA,Step-up Power Transformer
HP-251,EOT Crane,1,51.0,Tonne,Overhead EOT Crane
HP-252,Turbine,3,0.7667,MW,Francis
HP-252,Generator,3,0.7667,MW,Synchronous Hydro Generator
HP-252,Main Transformer,3,0.99,MVA,Step-up Power Transformer
HP-253,Turbine,2,11.31,MW,Francis
HP-253,Generator,2,11.31,MW,Synchronous Hydro Generator
HP-253,Main Transformer,2,14.64,MVA,Step-up Power Transformer
HP-253,EOT Crane,1,138.8,Tonne,Overhead EOT Crane
HP-254,Turbine,3,6.0567,MW,Kaplan
HP-254,Generator,3,6.0567,MW,Synchronous Hydro Generator
HP-254,Main Transformer,3,7.84,MVA,Step-up Power Transformer
HP-254,EOT Crane,1,140.1,Tonne,Overhead EOT Crane
HP-255,Turbine,2,8.38,MW,Kaplan
HP-255,Generator,2,8.38,MW,Synchronous Hydro Generator
HP-255,Main Transformer,2,10.84,MVA,Step-up Power Transformer
HP-256,Turbine,2,3.345,MW,Francis
HP-256,Generator,2,3.345,MW,Synchronous Hydro Generator
HP-256,Main Transformer,2,4.33,MVA,Step-up Power Transformer
HP-256,EOT Crane,1,25.5,Tonne,Overhead EOT Crane
HP-257,Turbine,2,4.205,MW,Francis
HP-257,Generator,2,4.205,MW,Synchronous Hydro Generator
HP-257,Main Transformer,2,5.44,MVA,Step-up Power Transformer
HP-257,EOT Crane,1,210.0,Tonne,Overhead EOT Crane
HP-258,Turbine,2,7.4,MW,Kaplan
HP-258,Generator,2,7.4,MW,Synchronous Hydro Generator
HP-258,Main Transformer,2,9.58,MVA,Step-up Power Transformer
HP-258,EOT Crane,1,239.8,Tonne,Overhead EOT Crane
HP-259,Turbine,3,8.2267,MW,Francis
HP-259,Generator,3,8.2267,MW,Synchronous Hydro Generator
HP-259,Main Transformer,3,10.65,MVA,Step-up Power Transformer
HP-259,EOT Crane,1,285.8,Tonne,Overhead EOT Crane
HP-260,Turbine,3,5.9933,MW,Francis
HP-260,Generator,3,5.9933,MW,Synchronous Hydro Generator
HP-260,Main Transformer,3,7.76,MVA,Step-up Power Transformer
HP-260,EOT Crane,1,182.1,Tonne,Overhead EOT Crane
HP-261,Turbine,2,3.075,MW,Kaplan
HP-261,Generator,2,3.075,MW,Synchronous Hydro Generator
HP-261,Main Transformer,2,3.98,MVA,Step-up Power Transformer
HP-262,Turbine,2,1.745,MW,Kaplan
HP-262,Generator,2,1.745,MW,Synchronous Hydro Generator
HP-262,Main Transformer,2,2.26,MVA,Step-up Power Transformer
HP-263,Turbine,3,1.9233,MW,Francis
HP-263,Generator,3,1.9233,MW,Synchronous Hydro Generator
HP-263,Main Transformer,3,2.49,MVA,Step-up Power Transformer
HP-263,EOT Crane,1,262.6,Tonne,Overhead EOT Crane
HP-264,Turbine,3,1.36,MW,Francis
HP-264,Generator,3,1.36,MW,Synchronous Hydro Generator
HP-264,Main Transformer,3,1.76,MVA,Step-up Power Transformer
HP-264,EOT Crane,1,165.8,Tonne,Overhead EOT Crane
HP-265,Turbine,3,8.0433,MW,Francis
HP-265,Generator,3,8.0433,MW,Synchronous Hydro Generator
HP-265,Main Transformer,3,10.41,MVA,Step-up Power Transformer
HP-265,EOT Crane,1,101.8,Tonne,Overhead EOT Crane
HP-266,Turbine,2,2.045,MW,Francis
HP-266,Generator,2,2.045,MW,Synchronous Hydro Generator
HP-266,Main Transformer,2,2.65,MVA,Step-up Power Transformer
HP-266,EOT Crane,1,217.3,Tonne,Overhead EOT Crane
HP-267,Turbine,2,8.86,MW,Francis
HP-267,Generator,2,8.86,MW,Synchronous Hydro Generator
HP-267,Main Transformer,2,11.47,MVA,Step-up Power Transformer
HP-267,EOT Crane,1,286.6,Tonne,Overhead EOT Crane
HP-268,Turbine,2,11.785,MW,Kaplan
HP-268,Generator,2,11.785,MW,Synchronous Hydro Generator
HP-268,Main Transformer,2,15.25,MVA,Step-up Power Transformer
HP-268,EOT Crane,1,124.6,Tonne,Overhead EOT Crane
HP-269,Turbine,3,7.8667,MW,Francis
HP-269,Generator,3,7.8667,MW,Synchronous Hydro Generator
HP-269,Main Transformer,3,10.18,MVA,Step-up Power Transformer
HP-269,EOT Crane,1,122.1,Tonne,Overhead EOT Crane
HP-270,Turbine,3,6.9333,MW,Francis
HP-270,Generator,3,6.9333,MW,Synchronous Hydro Generator
HP-270,Main Transformer,3,8.97,MVA,Step-up Power Transformer
HP-271,Turbine,2,3.215,MW,Francis
HP-271,Generator,2,3.215,MW,Synchronous Hydro Generator
HP-271,Main Transformer,2,4.16,MVA,Step-up Power Transformer
HP-271,EOT Crane,1,242.5,Tonne,Overhead EOT Crane
HP-272,Turbine,3,4.21,MW,Francis
HP-272,Generator,3,4.21,MW,Synchronous Hydro Generator
HP-272,Main Transformer,3,5.45,MVA,Step-up Power Transformer
HP-272,EOT Crane,1,10.6,Tonne,Overhead EOT Crane
HP-273,Turbine,3,5.9,MW,Kaplan
HP-273,Generator,3,5.9,MW,Synchronous Hydro Generator
HP-273,Main Transformer,3,7.64,MVA,Step-up Power Transformer
HP-273,EOT Crane,1,213.9,Tonne,Overhead EOT Crane
HP-274,Turbine,3,1.49,MW,Francis
HP-274,Generator,3,1.49,MW,Synchronous Hydro Generator
HP-274,Main Transformer,3,1.93,MVA,Step-up Power Transformer
HP-274,EOT Crane,1,53.0,Tonne,Overhead EOT Crane
HP-275,Turbine,2,11.39,MW,Francis
HP-275,Generator,2,11.39,MW,Synchronous Hydro Generator
HP-275,Main Transformer,2,14.74,MVA,Step-up Power Transformer
HP-276,Turbine,3,0.7,MW,Kaplan
HP-276,Generator,3,0.7,MW,Synchronous Hydro Generator
HP-276,Main Transformer,3,0.91,MVA,Step-up Power Transformer
HP-276,EOT Crane,1,57.5,Tonne,Overhead EOT Crane
HP-277,Turbine,2,8.315,MW,Francis
HP-277,Generator,2,8.315,MW,Synchronous Hydro Generator
HP-277,Main Transformer,2,10.76,MVA,Step-up Power Transformer
HP-277,EOT Crane,1,126.7,Tonne,Overhead EOT Crane
HP-278,Turbine,3,6.3733,MW,Francis
HP-278,Generator,3,6.3733,MW,Synchronous Hydro Generator
HP-278,Main Transformer,3,8.25,MVA,Step-up Power Transformer
HP-278,EOT Crane,1,91.4,Tonne,Overhead EOT Crane
HP-279,Turbine,3,3.02,MW,Francis
HP-279,Generator,3,3.02,MW,Synchronous Hydro Generator
HP-279,Main Transformer,3,3.91,MVA,Step-up Power Transformer
HP-279,EOT Crane,1,146.1,Tonne,Overhead EOT Crane
HP-280,Turbine,2,7.765,MW,Francis
HP-280,Generator,2,7.765,MW,Synchronous Hydro Generator
HP-280,Main Transformer,2,10.05,MVA,Step-up Power Transformer
HP-280,EOT Crane,1,195.8,Tonne,Overhead EOT Crane
HP-281,Turbine,3,2.43,MW,Francis
HP-281,Generator,3,2.43,MW,Synchronous Hydro Generator
HP-281,Main Transformer,3,3.14,MVA,Step-up Power Transformer
HP-281,EOT Crane,1,61.3,Tonne,Overhead EOT Crane
HP-282,Turbine,3,4.1367,MW,Francis
HP-282,Generator,3,4.1367,MW,Synchronous Hydro Generator
HP-282,Main Transformer,3,5.35,MVA,Step-up Power Transformer
HP-282,EOT Crane,1,109.0,Tonne,Overhead EOT Crane
HP-283,Turbine,3,2.5833,MW,Francis
HP-283,Generator,3,2.5833,MW,Synchronous Hydro Generator
HP-283,Main Transformer,3,3.34,MVA,Step-up Power Transformer
HP-283,EOT Crane,1,165.7,Tonne,Overhead EOT Crane
HP-284,Turbine,3,4.7967,MW,Francis
HP-284,Generator,3,4.7967,MW,Synchronous Hydro Generator
HP-284,Main Transformer,3,6.21,MVA,Step-up Power Transformer
HP-284,EOT Crane,1,208.5,Tonne,Overhead EOT Crane
HP-285,Turbine,2,1.84,MW,Francis
HP-285,Generator,2,1.84,MW,Synchronous Hydro Generator
HP-285,Main Transformer,2,2.38,MVA,Step-up Power Transformer
HP-285,EOT Crane,1,246.8,Tonne,Overhead EOT Crane
HP-286,Turbine,2,3.755,MW,Francis
HP-286,Generator,2,3.755,MW,Synchronous Hydro Generator
HP-286,Main Transformer,2,4.86,MVA,Step-up Power Transformer
HP-286,EOT Crane,1,117.7,Tonne,Overhead EOT Crane
HP-287,Turbine,3,3.0533,MW,Francis
HP-287,Generator,3,3.0533,MW,Synchronous Hydro Generator
HP-287,Main Transformer,3,3.95,MVA,Step-up Power Transformer
HP-288,Turbine,2,7.895,MW,Francis
HP-288,Generator,2,7.895,MW,Synchronous Hydro Generator
HP-288,Main Transformer,2,10.22,MVA,Step-up Power Transformer
HP-288,EOT Crane,1,47.8,Tonne,Overhead EOT Crane
HP-289,Turbine,3,3.03,MW,Francis
HP-289,Generator,3,3.03,MW,Synchronous Hydro Generator
HP-289,Main Transformer,3,3.92,MVA,Step-up Power Transformer
HP-289,EOT Crane,1,195.3,Tonne,Overhead EOT Crane
HP-290,Turbine,2,3.39,MW,Francis
HP-290,Generator,2,3.39,MW,Synchronous Hydro Generator
HP-290,Main Transformer,2,4.39,MVA,Step-up Power Transformer
HP-290,EOT Crane,1,180.0,Tonne,Overhead EOT Crane
HP-291,Turbine,3,4.6667,MW,Francis
HP-291,Generator,3,4.6667,MW,Synchronous Hydro Generator
HP-291,Main Transformer,3,6.04,MVA,Step-up Power Transformer
HP-291,EOT Crane,1,95.2,Tonne,Overhead EOT Crane
HP-292,Turbine,3,5.48,MW,Kaplan
HP-292,Generator,3,5.48,MW,Synchronous Hydro Generator
HP-292,Main Transformer,3,7.09,MVA,Step-up Power Transformer
HP-292,EOT Crane,1,21.7,Tonne,Overhead EOT Crane
HP-293,Turbine,2,4.925,MW,Francis
HP-293,Generator,2,4.925,MW,Synchronous Hydro Generator
HP-293,Main Transformer,2,6.37,MVA,Step-up Power Transformer
HP-293,EOT Crane,1,178.0,Tonne,Overhead EOT Crane
HP-294,Turbine,2,7.475,MW,Kaplan
HP-294,Generator,2,7.475,MW,Synchronous Hydro Generator
HP-294,Main Transformer,2,9.67,MVA,Step-up Power Transformer
HP-294,EOT Crane,1,267.3,Tonne,Overhead EOT Crane
HP-295,Turbine,2,7.29,MW,Francis
HP-295,Generator,2,7.29,MW,Synchronous Hydro Generator
HP-295,Main Transformer,2,9.43,MVA,Step-up Power Transformer
HP-295,EOT Crane,1,43.9,Tonne,Overhead EOT Crane
HP-296,Turbine,2,1.93,MW,Francis
HP-296,Generator,2,1.93,MW,Synchronous Hydro Generator
HP-296,Main Transformer,2,2.5,MVA,Step-up Power Transformer
HP-296,EOT Crane,1,23.8,Tonne,Overhead EOT Crane
HP-297,Turbine,2,5.55,MW,Francis
HP-297,Generator,2,5.55,MW,Synchronous Hydro Generator
HP-297,Main Transformer,2,7.18,MVA,Step-up Power Transformer
HP-297,EOT Crane,1,158.0,Tonne,Overhead EOT Crane
HP-298,Turbine,2,12.39,MW,Francis
HP-298,Generator,2,12.39,MW,Synchronous Hydro Generator
HP-298,Main Transformer,2,16.03,MVA,Step-up Power Transformer
HP-298,EOT Crane,1,152.9,Tonne,Overhead EOT Crane
HP-299,Turbine,3,7.7433,MW,Francis
HP-299,Generator,3,7.7433,MW,Synchronous Hydro Generator
HP-299,Main Transformer,3,10.02,MVA,Step-up Power Transformer
HP-299,EOT Crane,1,93.8,Tonne,Overhead EOT Crane
HP-300,Turbine,3,7.16,MW,Francis
HP-300,Generator,3,7.16,MW,Synchronous Hydro Generator
HP-300,Main Transformer,3,9.27,MVA,Step-up Power Transformer
HP-300,EOT Crane,1,176.6,Tonne,Overhead EOT Crane
HP-301,Turbine,1,0.705,MW,Francis
HP-301,Generator,1,0.705,MW,Synchronous Hydro Generator
HP-301,Main Transformer,1,0.91,MVA,Step-up Power Transformer
HP-302,Turbine,2,0.566,MW,Francis
HP-302,Generator,2,0.566,MW,Synchronous Hydro Generator
HP-302,Main Transformer,2,0.73,MVA,Step-up Power Transformer
HP-303,Turbine,1,0.68,MW,Francis
HP-303,Generator,1,0.68,MW,Synchronous Hydro Generator
HP-303,Main Transformer,1,0.88,MVA,Step-up Power Transformer
HP-304,Turbine,1,0.824,MW,Francis
HP-304,Generator,1,0.824,MW,Synchronous Hydro Generator
HP-304,Main Transformer,1,1.07,MVA,Step-up Power Transformer
HP-305,Turbine,1,0.644,MW,Francis
HP-305,Generator,1,0.644,MW,Synchronous Hydro Generator
HP-305,Main Transformer,1,0.83,MVA,Step-up Power Transformer
HP-306,Turbine,2,0.7955,MW,Kaplan
HP-306,Generator,2,0.7955,MW,Synchronous Hydro Generator
HP-306,Main Transformer,2,1.03,MVA,Step-up Power Transformer
HP-307,Turbine,2,0.5035,MW,Francis
HP-307,Generator,2,0.5035,MW,Synchronous Hydro Generator
HP-307,Main Transformer,2,0.65,MVA,Step-up Power Transformer
HP-308,Turbine,1,1.611,MW,Francis
HP-308,Generator,1,1.611,MW,Synchronous Hydro Generator
HP-308,Main Transformer,1,2.08,MVA,Step-up Power Transformer
HP-309,Turbine,2,0.363,MW,Francis
HP-309,Generator,2,0.363,MW,Synchronous Hydro Generator
HP-309,Main Transformer,2,0.47,MVA,Step-up Power Transformer
HP-310,Turbine,2,0.805,MW,Francis
HP-310,Generator,2,0.805,MW,Synchronous Hydro Generator
HP-310,Main Transformer,2,1.04,MVA,Step-up Power Transformer
HP-311,Turbine,1,1.297,MW,Francis
HP-311,Generator,1,1.297,MW,Synchronous Hydro Generator
HP-311,Main Transformer,1,1.68,MVA,Step-up Power Transformer
HP-312,Turbine,2,0.145,MW,Francis
HP-312,Generator,2,0.145,MW,Synchronous Hydro Generator
HP-312,Main Transformer,2,0.19,MVA,Step-up Power Transformer
HP-313,Turbine,1,1.879,MW,Francis
HP-313,Generator,1,1.879,MW,Synchronous Hydro Generator
HP-313,Main Transformer,1,2.43,MVA,Step-up Power Transformer
HP-314,Turbine,2,0.894,MW,Francis
HP-314,Generator,2,0.894,MW,Synchronous Hydro Generator
HP-314,Main Transformer,2,1.16,MVA,Step-up Power Transformer
HP-315,Turbine,2,0.488,MW,Francis
HP-315,Generator,2,0.488,MW,Synchronous Hydro Generator
HP-315,Main Transformer,2,0.63,MVA,Step-up Power Transformer
HP-316,Turbine,1,0.768,MW,Francis
HP-316,Generator,1,0.768,MW,Synchronous Hydro Generator
HP-316,Main Transformer,1,0.99,MVA,Step-up Power Transformer
HP-317,Turbine,1,1.1,MW,Francis
HP-317,Generator,1,1.1,MW,Synchronous Hydro Generator
HP-317,Main Transformer,1,1.42,MVA,Step-up Power Transformer
HP-318,Turbine,1,1.696,MW,Francis
HP-318,Generator,1,1.696,MW,Synchronous Hydro Generator
HP-318,Main Transformer,1,2.19,MVA,Step-up Power Transformer
HP-319,Turbine,2,0.535,MW,Francis
HP-319,Generator,2,0.535,MW,Synchronous Hydro Generator
HP-319,Main Transformer,2,0.69,MVA,Step-up Power Transformer
HP-320,Turbine,2,0.45,MW,Francis
HP-320,Generator,2,0.45,MW,Synchronous Hydro Generator
HP-320,Main Transformer,2,0.58,MVA,Step-up Power Transformer
HP-321,Turbine,1,1.126,MW,Francis
HP-321,Generator,1,1.126,MW,Synchronous Hydro Generator
HP-321,Main Transformer,1,1.46,MVA,Step-up Power Transformer
HP-322,Turbine,1,0.728,MW,Francis
HP-322,Generator,1,0.728,MW,Synchronous Hydro Generator
HP-322,Main Transformer,1,0.94,MVA,Step-up Power Transformer
HP-323,Turbine,1,1.284,MW,Francis
HP-323,Generator,1,1.284,MW,Synchronous Hydro Generator
HP-323,Main Transformer,1,1.66,MVA,Step-up Power Transformer
HP-324,Turbine,1,1.195,MW,Kaplan
HP-324,Generator,1,1.195,MW,Synchronous Hydro Generator
HP-324,Main Transformer,1,1.55,MVA,Step-up Power Transformer
HP-325,Turbine,2,0.279,MW,Francis
HP-325,Generator,2,0.279,MW,Synchronous Hydro Generator
HP-325,Main Transformer,2,0.36,MVA,Step-up Power Transformer
HP-326,Turbine,2,0.7685,MW,Francis
HP-326,Generator,2,0.7685,MW,Synchronous Hydro Generator
HP-326,Main Transformer,2,0.99,MVA,Step-up Power Transformer
HP-327,Turbine,1,0.333,MW,Francis
HP-327,Generator,1,0.333,MW,Synchronous Hydro Generator
HP-327,Main Transformer,1,0.43,MVA,Step-up Power Transformer
HP-328,Turbine,1,1.119,MW,Francis
HP-328,Generator,1,1.119,MW,Synchronous Hydro Generator
HP-328,Main Transformer,1,1.45,MVA,Step-up Power Transformer
HP-329,Turbine,1,1.906,MW,Francis
HP-329,Generator,1,1.906,MW,Synchronous Hydro Generator
HP-329,Main Transformer,1,2.47,MVA,Step-up Power Transformer
HP-330,Turbine,2,0.406,MW,Francis
HP-330,Generator,2,0.406,MW,Synchronous Hydro Generator
HP-330,Main Transformer,2,0.53,MVA,Step-up Power Transformer
HP-331,Turbine,1,0.121,MW,Francis
HP-331,Generator,1,0.121,MW,Synchronous Hydro Generator
HP-331,Main Transformer,1,0.16,MVA,Step-up Power Transformer
HP-332,Turbine,2,0.462,MW,Kaplan
HP-332,Generator,2,0.462,MW,Synchronous Hydro Generator
HP-332,Main Transformer,2,0.6,MVA,Step-up Power Transformer
HP-333,Turbine,1,1.981,MW,Francis
HP-333,Generator,1,1.981,MW,Synchronous Hydro Generator
HP-333,Main Transformer,1,2.56,MVA,Step-up Power Transformer
HP-334,Turbine,1,0.828,MW,Francis
HP-334,Generator,1,0.828,MW,Synchronous Hydro Generator
HP-334,Main Transformer,1,1.07,MVA,Step-up Power Transformer
HP-335,Turbine,2,0.4275,MW,Francis
HP-335,Generator,2,0.4275,MW,Synchronous Hydro Generator
HP-335,Main Transformer,2,0.55,MVA,Step-up Power Transformer
HP-336,Turbine,1,1.695,MW,Francis
HP-336,Generator,1,1.695,MW,Synchronous Hydro Generator
HP-336,Main Transformer,1,2.19,MVA,Step-up Power Transformer
HP-337,Turbine,1,1.913,MW,Francis
HP-337,Generator,1,1.913,MW,Synchronous Hydro Generator
HP-337,Main Transformer,1,2.48,MVA,Step-up Power Transformer
HP-338,Turbine,2,0.9645,MW,Francis
HP-338,Generator,2,0.9645,MW,Synchronous Hydro Generator
HP-338,Main Transformer,2,1.25,MVA,Step-up Power Transformer
HP-339,Turbine,1,1.389,MW,Kaplan
HP-339,Generator,1,1.389,MW,Synchronous Hydro Generator
HP-339,Main Transformer,1,1.8,MVA,Step-up Power Transformer
HP-340,Turbine,1,0.289,MW,Francis
HP-340,Generator,1,0.289,MW,Synchronous Hydro Generator
HP-340,Main Transformer,1,0.37,MVA,Step-up Power Transformer
HP-341,Turbine,2,0.0382,MW,Francis
HP-341,Generator,2,0.0382,MW,Synchronous Hydro Generator
HP-341,Main Transformer,2,0.05,MVA,Step-up Power Transformer
HP-342,Turbine,1,0.0119,MW,Francis
HP-342,Generator,1,0.0119,MW,Synchronous Hydro Generator
HP-342,Main Transformer,1,0.02,MVA,Step-up Power Transformer
HP-343,Turbine,2,0.0379,MW,Francis
HP-343,Generator,2,0.0379,MW,Synchronous Hydro Generator
HP-343,Main Transformer,2,0.05,MVA,Step-up Power Transformer
HP-344,Turbine,2,0.0294,MW,Francis
HP-344,Generator,2,0.0294,MW,Synchronous Hydro Generator
HP-344,Main Transformer,2,0.04,MVA,Step-up Power Transformer
HP-345,Turbine,1,0.0729,MW,Francis
HP-345,Generator,1,0.0729,MW,Synchronous Hydro Generator
HP-345,Main Transformer,1,0.09,MVA,Step-up Power Transformer
HP-346,Turbine,1,0.0725,MW,Francis
HP-346,Generator,1,0.0725,MW,Synchronous Hydro Generator
HP-346,Main Transformer,1,0.09,MVA,Step-up Power Transformer
HP-347,Turbine,1,0.0414,MW,Francis
HP-347,Generator,1,0.0414,MW,Synchronous Hydro Generator
HP-347,Main Transformer,1,0.05,MVA,Step-up Power Transformer
HP-348,Turbine,1,0.0172,MW,Francis
HP-348,Generator,1,0.0172,MW,Synchronous Hydro Generator
HP-348,Main Transformer,1,0.02,MVA,Step-up Power Transformer
HP-349,Turbine,1,0.0677,MW,Francis
HP-349,Generator,1,0.0677,MW,Synchronous Hydro Generator
HP-349,Main Transformer,1,0.09,MVA,Step-up Power Transformer
HP-350,Turbine,1,0.0455,MW,Francis
HP-350,Generator,1,0.0455,MW,Synchronous Hydro Generator
HP-350,Main Transformer,1,0.06,MVA,Step-up Power Transformer
HP-351,Turbine,1,0.078,MW,Francis
HP-351,Generator,1,0.078,MW,Synchronous Hydro Generator
HP-351,Main Transformer,1,0.1,MVA,Step-up Power Transformer
HP-352,Turbine,1,0.0436,MW,Francis
HP-352,Generator,1,0.0436,MW,Synchronous Hydro Generator
HP-352,Main Transformer,1,0.06,MVA,Step-up Power Transformer
HP-353,Turbine,2,0.0273,MW,Francis
HP-353,Generator,2,0.0273,MW,Synchronous Hydro Generator
HP-353,Main Transformer,2,0.04,MVA,Step-up Power Transformer
HP-354,Turbine,1,0.0263,MW,Francis
HP-354,Generator,1,0.0263,MW,Synchronous Hydro Generator
HP-354,Main Transformer,1,0.03,MVA,Step-up Power Transformer
HP-355,Turbine,1,0.0173,MW,Francis
HP-355,Generator,1,0.0173,MW,Synchronous Hydro Generator
HP-355,Main Transformer,1,0.02,MVA,Step-up Power Transformer
HP-356,Turbine,1,0.0148,MW,Francis
HP-356,Generator,1,0.0148,MW,Synchronous Hydro Generator
HP-356,Main Transformer,1,0.02,MVA,Step-up Power Transformer
HP-357,Turbine,2,0.0488,MW,Cross-flow
HP-357,Generator,2,0.0488,MW,Synchronous Hydro Generator
HP-357,Main Transformer,2,0.06,MVA,Step-up Power Transformer
HP-358,Turbine,2,0.0478,MW,Francis
HP-358,Generator,2,0.0478,MW,Synchronous Hydro Generator
HP-358,Main Transformer,2,0.06,MVA,Step-up Power Transformer
HP-359,Turbine,1,0.033,MW,Francis
HP-359,Generator,1,0.033,MW,Synchronous Hydro Generator
HP-359,Main Transformer,1,0.04,MVA,Step-up Power Transformer
HP-360,Turbine,2,0.0314,MW,Francis
HP-360,Generator,2,0.0314,MW,Synchronous Hydro Generator
HP-360,Main Transformer,2,0.04,MVA,Step-up Power Transformer
HP-361,Turbine,2,0.049,MW,Francis
HP-361,Generator,2,0.049,MW,Synchronous Hydro Generator
HP-361,Main Transformer,2,0.06,MVA,Step-up Power Transformer
HP-362,Turbine,1,0.0363,MW,Francis
HP-362,Generator,1,0.0363,MW,Synchronous Hydro Generator
HP-362,Main Transformer,1,0.05,MVA,Step-up Power Transformer
HP-363,Turbine,1,0.0474,MW,Francis
HP-363,Generator,1,0.0474,MW,Synchronous Hydro Generator
HP-363,Main Transformer,1,0.06,MVA,Step-up Power Transformer
HP-364,Turbine,1,0.0237,MW,Francis
HP-364,Generator,1,0.0237,MW,Synchronous Hydro Generator
HP-364,Main Transformer,1,0.03,MVA,Step-up Power Transformer
HP-365,Turbine,1,0.0254,MW,Francis
HP-365,Generator,1,0.0254,MW,Synchronous Hydro Generator
HP-365,Main Transformer,1,0.03,MVA,Step-up Power Transformer
HP-366,Turbine,2,0.0278,MW,Francis
HP-366,Generator,2,0.0278,MW,Synchronous Hydro Generator
HP-366,Main Transformer,2,0.04,MVA,Step-up Power Transformer
HP-367,Turbine,1,0.0324,MW,Francis
HP-367,Generator,1,0.0324,MW,Synchronous Hydro Generator
HP-367,Main Transformer,1,0.04,MVA,Step-up Power Transformer
HP-368,Turbine,1,0.0336,MW,Francis
HP-368,Generator,1,0.0336,MW,Synchronous Hydro Generator
HP-368,Main Transformer,1,0.04,MVA,Step-up Power Transformer
HP-369,Turbine,1,0.0397,MW,Francis
HP-369,Generator,1,0.0397,MW,Synchronous Hydro Generator
HP-369,Main Transformer,1,0.05,MVA,Step-up Power Transformer
HP-370,Turbine,1,0.082,MW,Francis
HP-370,Generator,1,0.082,MW,Synchronous Hydro Generator
HP-370,Main Transformer,1,0.11,MVA,Step-up Power Transformer
HP-371,Turbine,1,0.0779,MW,Francis
HP-371,Generator,1,0.0779,MW,Synchronous Hydro Generator
HP-371,Main Transformer,1,0.1,MVA,Step-up Power Transformer
HP-372,Turbine,1,0.0435,MW,Cross-flow
HP-372,Generator,1,0.0435,MW,Synchronous Hydro Generator
HP-372,Main Transformer,1,0.06,MVA,Step-up Power Transformer
HP-373,Turbine,2,0.0396,MW,Francis
HP-373,Generator,2,0.0396,MW,Synchronous Hydro Generator
HP-373,Main Transformer,2,0.05,MVA,Step-up Power Transformer
HP-374,Turbine,2,0.0331,MW,Cross-flow
HP-374,Generator,2,0.0331,MW,Synchronous Hydro Generator
HP-374,Main Transformer,2,0.04,MVA,Step-up Power Transformer
HP-375,Turbine,1,0.034,MW,Francis
HP-375,Generator,1,0.034,MW,Synchronous Hydro Generator
HP-375,Main Transformer,1,0.04,MVA,Step-up Power Transformer
HP-376,Turbine,1,0.0278,MW,Francis
